Order ID,Delivery Address,Delivery Cty,Order Timestamp,Order Year,Order Month,Order Day,Order Hour,Order Status,Driver ID,Vehicle Info,Current Location,Delivery Time (min),Delays (min),Customer Feedback,Route,Delivery Zone,Allocation Rules,Timestamp for Tracking
1326,"995 Elm St, CityE",CityE,06/09/2023 12:02,2023,Sep,06,12,Completed,D32,Bike C,CityB,122,8,Negative,Route2,Zone3,Standard Rules,01/09/2023 11:47
1327,"625 Elm St, CityB",CityB,02/09/2023 11:45,2023,Sep,02,11,In Progress,D18,Van A,CityD,178,24,Negative,Route1,Zone3,Expedited Rules,01/09/2023 12:33
1328,"501 Cedar St, CityD",CityD,02/09/2023 12:57,2023,Sep,02,12,In Progress,D43,Truck B,CityD,143,14,Neutral,Route4,Zone2,Custom Rules,01/09/2023 13:18
1329,"912 Main St, CityC",CityC,06/09/2023 14:07,2023,Sep,06,14,Completed,D73,Van A,CityB,191,9,Positive,Route1,Zone1,Standard Rules,01/09/2023 08:42
1330,"524 Main St, CityD",CityD,08/09/2023 14:02,2023,Sep,08,14,In Progress,D2,Van A,CityA,84,15,Positive,Route4,Zone2,Standard Rules,01/09/2023 14:37
1331,"769 Elm St, CityE",CityE,04/09/2023 16:41,2023,Sep,04,16,In Progress,D4,Truck B,CityD,91,17,Neutral,Route3,Zone2,Standard Rules,01/09/2023 15:32
1332,"330 Main St, CityE",CityE,05/09/2023 10:31,2023,Sep,05,10,In Progress,D60,Bike C,CityD,90,9,Positive,Route5,Zone2,Custom Rules,01/09/2023 15:51
1333,"503 Pine St, CityE",CityE,04/09/2023 16:35,2023,Sep,04,16,Completed,D28,Truck B,CityC,185,13,Negative,Route5,Zone1,Custom Rules,01/09/2023 08:56
1334,"923 Oak St, CityA",CityA,07/09/2023 13:46,2023,Sep,07,13,Completed,D79,Van A,CityE,190,28,Negative,Route3,Zone3,Expedited Rules,01/09/2023 16:20
1335,"461 Pine St, CityB",CityB,08/09/2023 13:06,2023,Sep,08,13,In Progress,D60,Van A,CityC,118,18,Negative,Route4,Zone3,Custom Rules,01/09/2023 11:52
1336,"811 Oak St, CityB",CityB,05/09/2023 14:11,2023,Sep,05,14,In Progress,D12,Truck B,CityC,237,9,Positive,Route1,Zone3,Custom Rules,01/09/2023 09:17
1337,"373 Main St, CityD",CityD,07/09/2023 08:56,2023,Sep,07,08,Completed,D25,Van A,CityB,67,2,Positive,Route5,Zone1,Custom Rules,01/09/2023 16:10
1338,"253 Elm St, CityA",CityA,07/09/2023 12:53,2023,Sep,07,12,In Progress,D97,Truck B,CityA,191,10,Negative,Route5,Zone1,Standard Rules,01/09/2023 14:10
1339,"336 Oak St, CityE",CityE,04/09/2023 14:34,2023,Sep,04,14,Completed,D100,Bike C,CityA,149,7,Negative,Route2,Zone2,Custom Rules,01/09/2023 12:26
1340,"495 Cedar St, CityB",CityB,07/09/2023 12:59,2023,Sep,07,12,In Progress,D5,Bike C,CityD,215,9,Negative,Route2,Zone3,Custom Rules,01/09/2023 09:05
1341,"803 Oak St, CityC",CityC,08/09/2023 08:17,2023,Sep,08,08,In Progress,D84,Bike C,CityB,211,8,Neutral,Route1,Zone1,Expedited Rules,01/09/2023 10:20
1342,"497 Oak St, CityE",CityE,03/09/2023 16:19,2023,Sep,03,16,In Progress,D58,Van A,CityE,185,26,Positive,Route1,Zone3,Standard Rules,01/09/2023 17:26
1343,"905 Cedar St, CityB",CityB,01/09/2023 09:28,2023,Sep,01,09,Completed,D22,Van A,CityC,106,24,Neutral,Route1,Zone3,Expedited Rules,01/09/2023 10:54
1344,"844 Elm St, CityE",CityE,06/09/2023 10:35,2023,Sep,06,10,In Progress,D21,Truck B,CityA,156,15,Negative,Route5,Zone2,Standard Rules,01/09/2023 13:32
1345,"620 Main St, CityC",CityC,03/09/2023 09:24,2023,Sep,03,09,In Progress,D12,Bike C,CityE,203,1,Negative,Route1,Zone2,Custom Rules,01/09/2023 08:41
1346,"752 Main St, CityB",CityB,06/09/2023 10:59,2023,Sep,06,10,Completed,D14,Truck B,CityB,110,12,Negative,Route3,Zone2,Custom Rules,01/09/2023 12:11
1347,"537 Cedar St, CityC",CityC,07/09/2023 11:52,2023,Sep,07,11,Completed,D27,Bike C,CityD,185,12,Positive,Route3,Zone3,Standard Rules,01/09/2023 11:42
1348,"255 Pine St, CityD",CityD,03/09/2023 12:34,2023,Sep,03,12,Completed,D70,Truck B,CityC,156,1,Negative,Route1,Zone1,Expedited Rules,01/09/2023 16:11
1349,"718 Main St, CityC",CityC,04/09/2023 08:32,2023,Sep,04,08,In Progress,D49,Truck B,CityE,237,6,Negative,Route2,Zone2,Custom Rules,01/09/2023 15:52
1350,"268 Elm St, CityB",CityB,07/09/2023 12:34,2023,Sep,07,12,In Progress,D73,Truck B,CityA,107,26,Negative,Route1,Zone3,Expedited Rules,01/09/2023 14:52
1351,"304 Main St, CityA",CityA,04/09/2023 16:44,2023,Sep,04,16,Completed,D6,Bike C,CityE,176,16,Positive,Route4,Zone3,Expedited Rules,01/09/2023 13:49
1352,"668 Pine St, CityA",CityA,07/09/2023 08:56,2023,Sep,07,08,Completed,D96,Truck B,CityB,130,14,Positive,Route3,Zone1,Standard Rules,01/09/2023 12:36
1353,"378 Pine St, CityB",CityB,07/09/2023 10:16,2023,Sep,07,10,Completed,D66,Van A,CityB,83,19,Neutral,Route3,Zone2,Expedited Rules,01/09/2023 15:04
1354,"458 Pine St, CityE",CityE,08/09/2023 15:09,2023,Sep,08,15,In Progress,D61,Truck B,CityD,146,17,Negative,Route4,Zone3,Custom Rules,01/09/2023 16:56
1355,"161 Cedar St, CityD",CityD,01/09/2023 09:27,2023,Sep,01,09,Completed,D10,Truck B,CityD,126,9,Positive,Route3,Zone2,Custom Rules,01/09/2023 11:32
1356,"777 Oak St, CityA",CityA,05/09/2023 09:05,2023,Sep,05,09,In Progress,D84,Bike C,CityA,81,3,Negative,Route4,Zone2,Expedited Rules,01/09/2023 17:34
1357,"960 Oak St, CityD",CityD,02/09/2023 09:13,2023,Sep,02,09,Completed,D50,Truck B,CityB,152,18,Negative,Route4,Zone2,Standard Rules,01/09/2023 11:31
1358,"283 Elm St, CityE",CityE,03/09/2023 11:22,2023,Sep,03,11,Completed,D64,Truck B,CityA,110,15,Negative,Route4,Zone1,Expedited Rules,01/09/2023 14:31
1359,"465 Oak St, CityB",CityB,07/09/2023 11:45,2023,Sep,07,11,Completed,D19,Bike C,CityD,164,1,Positive,Route3,Zone2,Standard Rules,01/09/2023 17:20
1360,"601 Elm St, CityC",CityC,04/09/2023 09:14,2023,Sep,04,09,Completed,D24,Van A,CityC,171,27,Negative,Route3,Zone3,Expedited Rules,01/09/2023 17:08
1361,"980 Main St, CityA",CityA,07/09/2023 15:46,2023,Sep,07,15,Completed,D16,Van A,CityB,189,3,Positive,Route2,Zone1,Custom Rules,01/09/2023 10:02
1362,"54 Oak St, CityE",CityE,03/09/2023 08:21,2023,Sep,03,08,Completed,D4,Van A,CityD,136,14,Negative,Route2,Zone3,Custom Rules,01/09/2023 10:56
1363,"489 Oak St, CityB",CityB,05/09/2023 11:02,2023,Sep,05,11,Completed,D33,Bike C,CityB,67,20,Negative,Route4,Zone1,Standard Rules,01/09/2023 12:07
1364,"323 Pine St, CityE",CityE,02/09/2023 13:35,2023,Sep,02,13,Completed,D41,Van A,CityD,171,20,Negative,Route1,Zone3,Expedited Rules,01/09/2023 14:48
1365,"27 Pine St, CityC",CityC,01/09/2023 14:21,2023,Sep,01,14,In Progress,D91,Truck B,CityC,85,9,Neutral,Route5,Zone2,Custom Rules,01/09/2023 14:21
1366,"406 Elm St, CityC",CityC,05/09/2023 10:23,2023,Sep,05,10,In Progress,D100,Van A,CityD,62,19,Neutral,Route3,Zone1,Standard Rules,01/09/2023 15:24
1367,"628 Main St, CityC",CityC,03/09/2023 12:31,2023,Sep,03,12,Completed,D36,Van A,CityC,222,5,Neutral,Route5,Zone3,Custom Rules,01/09/2023 12:39
1368,"332 Cedar St, CityE",CityE,02/09/2023 12:07,2023,Sep,02,12,Completed,D96,Bike C,CityB,101,25,Negative,Route4,Zone2,Standard Rules,01/09/2023 15:23
1369,"41 Cedar St, CityA",CityA,01/09/2023 14:20,2023,Sep,01,14,Completed,D53,Truck B,CityE,155,2,Negative,Route1,Zone1,Standard Rules,01/09/2023 13:32
1370,"741 Elm St, CityD",CityD,05/09/2023 11:44,2023,Sep,05,11,Completed,D15,Bike C,CityD,69,29,Negative,Route2,Zone3,Standard Rules,01/09/2023 12:00
1371,"66 Main St, CityB",CityB,07/09/2023 12:01,2023,Sep,07,12,Completed,D64,Bike C,CityC,172,27,Negative,Route5,Zone1,Standard Rules,01/09/2023 15:56
1372,"156 Main St, CityE",CityE,02/09/2023 14:54,2023,Sep,02,14,Completed,D15,Bike C,CityD,188,15,Positive,Route1,Zone2,Expedited Rules,01/09/2023 08:49
1373,"168 Elm St, CityA",CityA,08/09/2023 15:48,2023,Sep,08,15,Completed,D73,Bike C,CityA,165,6,Neutral,Route2,Zone3,Standard Rules,01/09/2023 11:30
1374,"773 Oak St, CityC",CityC,03/09/2023 09:49,2023,Sep,03,09,In Progress,D22,Van A,CityB,108,20,Neutral,Route2,Zone3,Custom Rules,01/09/2023 12:23
1375,"347 Main St, CityD",CityD,01/09/2023 12:38,2023,Sep,01,12,In Progress,D71,Van A,CityA,61,20,Negative,Route4,Zone3,Expedited Rules,01/09/2023 09:28
1376,"352 Main St, CityD",CityD,01/09/2023 16:34,2023,Sep,01,16,In Progress,D9,Bike C,CityE,108,5,Positive,Route4,Zone3,Custom Rules,01/09/2023 17:56
1377,"411 Cedar St, CityA",CityA,03/09/2023 14:29,2023,Sep,03,14,Completed,D61,Truck B,CityD,182,17,Positive,Route4,Zone3,Custom Rules,01/09/2023 10:03
1378,"538 Pine St, CityD",CityD,02/09/2023 09:17,2023,Sep,02,09,Completed,D1,Bike C,CityA,134,16,Positive,Route4,Zone2,Expedited Rules,01/09/2023 16:27
1379,"712 Elm St, CityE",CityE,07/09/2023 15:17,2023,Sep,07,15,Completed,D59,Van A,CityD,97,28,Negative,Route1,Zone1,Custom Rules,01/09/2023 11:20
1380,"843 Main St, CityB",CityB,02/09/2023 16:54,2023,Sep,02,16,In Progress,D33,Bike C,CityB,162,28,Neutral,Route4,Zone2,Expedited Rules,01/09/2023 14:13
1381,"460 Elm St, CityA",CityA,06/09/2023 11:53,2023,Sep,06,11,In Progress,D40,Truck B,CityA,181,27,Positive,Route2,Zone2,Expedited Rules,01/09/2023 13:05
1382,"782 Oak St, CityB",CityB,07/09/2023 10:58,2023,Sep,07,10,Completed,D32,Bike C,CityA,90,3,Positive,Route1,Zone3,Standard Rules,01/09/2023 17:30
1383,"246 Main St, CityE",CityE,07/09/2023 14:16,2023,Sep,07,14,In Progress,D53,Van A,CityE,152,18,Neutral,Route3,Zone3,Expedited Rules,01/09/2023 09:25
1384,"25 Main St, CityB",CityB,04/09/2023 16:39,2023,Sep,04,16,In Progress,D7,Van A,CityE,140,7,Negative,Route3,Zone3,Standard Rules,01/09/2023 10:23
1385,"491 Main St, CityA",CityA,08/09/2023 14:44,2023,Sep,08,14,Completed,D19,Van A,CityB,192,14,Negative,Route2,Zone3,Expedited Rules,01/09/2023 15:55
1386,"225 Elm St, CityB",CityB,07/09/2023 12:59,2023,Sep,07,12,In Progress,D29,Bike C,CityE,78,19,Positive,Route1,Zone1,Custom Rules,01/09/2023 12:11
1387,"978 Elm St, CityE",CityE,02/09/2023 12:44,2023,Sep,02,12,In Progress,D98,Truck B,CityC,93,28,Negative,Route4,Zone1,Custom Rules,01/09/2023 10:07
1388,"328 Oak St, CityD",CityD,05/09/2023 13:21,2023,Sep,05,13,In Progress,D39,Van A,CityC,143,17,Negative,Route5,Zone2,Standard Rules,01/09/2023 16:38
1389,"775 Pine St, CityA",CityA,01/09/2023 13:51,2023,Sep,01,13,In Progress,D38,Bike C,CityB,127,28,Negative,Route3,Zone3,Standard Rules,01/09/2023 11:06
1390,"523 Oak St, CityD",CityD,03/09/2023 09:07,2023,Sep,03,09,In Progress,D17,Truck B,CityC,112,6,Neutral,Route2,Zone1,Custom Rules,01/09/2023 12:13
1391,"25 Pine St, CityE",CityE,08/09/2023 10:03,2023,Sep,08,10,In Progress,D24,Truck B,CityA,176,14,Neutral,Route5,Zone1,Expedited Rules,01/09/2023 08:47
1392,"70 Main St, CityB",CityB,07/09/2023 13:15,2023,Sep,07,13,Completed,D47,Bike C,CityB,193,16,Neutral,Route1,Zone3,Custom Rules,01/09/2023 15:12
1393,"604 Main St, CityB",CityB,02/09/2023 08:22,2023,Sep,02,08,Completed,D19,Van A,CityB,205,15,Positive,Route1,Zone3,Expedited Rules,01/09/2023 13:46
1394,"236 Cedar St, CityD",CityD,02/09/2023 09:30,2023,Sep,02,09,In Progress,D12,Truck B,CityA,92,5,Neutral,Route2,Zone3,Custom Rules,01/09/2023 17:20
1395,"8 Oak St, CityA",CityA,01/09/2023 14:43,2023,Sep,01,14,In Progress,D83,Bike C,CityA,185,12,Neutral,Route1,Zone1,Expedited Rules,01/09/2023 15:45
1396,"596 Oak St, CityE",CityE,07/09/2023 11:53,2023,Sep,07,11,Completed,D51,Truck B,CityC,146,29,Positive,Route1,Zone3,Custom Rules,01/09/2023 17:08
1397,"921 Elm St, CityD",CityD,06/09/2023 11:26,2023,Sep,06,11,In Progress,D2,Van A,CityB,64,12,Positive,Route3,Zone2,Custom Rules,01/09/2023 16:05
1398,"218 Elm St, CityE",CityE,03/09/2023 11:26,2023,Sep,03,11,In Progress,D19,Truck B,CityC,84,24,Positive,Route5,Zone1,Standard Rules,01/09/2023 14:01
1399,"8 Cedar St, CityC",CityC,05/09/2023 09:32,2023,Sep,05,09,Completed,D44,Bike C,CityC,96,18,Negative,Route3,Zone3,Standard Rules,01/09/2023 10:30
1400,"273 Cedar St, CityC",CityC,01/09/2023 13:23,2023,Sep,01,13,Completed,D24,Bike C,CityA,63,21,Positive,Route5,Zone3,Expedited Rules,01/09/2023 15:57
1401,"524 Pine St, CityB",CityB,01/09/2023 14:31,2023,Sep,01,14,Completed,D28,Van A,CityC,88,28,Neutral,Route2,Zone3,Standard Rules,01/09/2023 13:32
1402,"855 Elm St, CityE",CityE,05/09/2023 08:01,2023,Sep,05,08,In Progress,D76,Van A,CityA,216,20,Positive,Route2,Zone2,Standard Rules,01/09/2023 16:56
1403,"263 Oak St, CityB",CityB,05/09/2023 10:19,2023,Sep,05,10,In Progress,D35,Truck B,CityC,186,26,Neutral,Route4,Zone3,Standard Rules,01/09/2023 17:13
1404,"335 Oak St, CityD",CityD,05/09/2023 10:03,2023,Sep,05,10,In Progress,D97,Bike C,CityB,203,7,Negative,Route5,Zone2,Standard Rules,01/09/2023 09:21
1405,"123 Oak St, CityD",CityD,05/09/2023 14:24,2023,Sep,05,14,Completed,D11,Truck B,CityB,81,26,Positive,Route4,Zone2,Standard Rules,01/09/2023 12:01
1406,"30 Pine St, CityE",CityE,07/09/2023 16:39,2023,Sep,07,16,In Progress,D19,Truck B,CityA,220,27,Neutral,Route2,Zone2,Expedited Rules,01/09/2023 09:59
1407,"991 Cedar St, CityD",CityD,07/09/2023 14:31,2023,Sep,07,14,In Progress,D94,Van A,CityE,141,29,Neutral,Route3,Zone3,Standard Rules,01/09/2023 09:51
1408,"210 Elm St, CityA",CityA,07/09/2023 08:20,2023,Sep,07,08,Completed,D86,Van A,CityA,178,5,Neutral,Route3,Zone2,Expedited Rules,01/09/2023 09:12
1409,"43 Pine St, CityA",CityA,01/09/2023 12:10,2023,Sep,01,12,In Progress,D94,Truck B,CityC,190,23,Positive,Route1,Zone1,Standard Rules,01/09/2023 12:55
1410,"761 Elm St, CityB",CityB,07/09/2023 12:20,2023,Sep,07,12,Completed,D3,Van A,CityB,199,3,Positive,Route3,Zone1,Custom Rules,01/09/2023 14:35
1411,"778 Cedar St, CityC",CityC,08/09/2023 13:31,2023,Sep,08,13,Completed,D75,Bike C,CityA,203,14,Positive,Route1,Zone3,Standard Rules,01/09/2023 16:45
1412,"853 Elm St, CityE",CityE,01/09/2023 13:34,2023,Sep,01,13,Completed,D35,Bike C,CityE,183,21,Positive,Route2,Zone3,Standard Rules,01/09/2023 13:07
1413,"838 Oak St, CityC",CityC,05/09/2023 15:50,2023,Sep,05,15,In Progress,D40,Bike C,CityD,125,21,Neutral,Route1,Zone1,Custom Rules,01/09/2023 15:39
1414,"475 Main St, CityB",CityB,04/09/2023 13:14,2023,Sep,04,13,Completed,D95,Van A,CityD,89,1,Negative,Route5,Zone2,Custom Rules,01/09/2023 16:56
1415,"581 Oak St, CityB",CityB,01/09/2023 16:51,2023,Sep,01,16,Completed,D58,Truck B,CityE,203,28,Positive,Route3,Zone2,Expedited Rules,01/09/2023 10:44
1416,"524 Main St, CityC",CityC,04/09/2023 14:08,2023,Sep,04,14,Completed,D61,Van A,CityD,105,18,Neutral,Route2,Zone3,Standard Rules,01/09/2023 15:30
1417,"13 Elm St, CityB",CityB,07/09/2023 13:16,2023,Sep,07,13,Completed,D24,Bike C,CityB,216,9,Positive,Route5,Zone3,Custom Rules,01/09/2023 10:52
1418,"882 Oak St, CityB",CityB,03/09/2023 14:50,2023,Sep,03,14,In Progress,D49,Truck B,CityC,205,17,Neutral,Route3,Zone1,Expedited Rules,01/09/2023 14:49
1419,"512 Pine St, CityC",CityC,07/09/2023 10:49,2023,Sep,07,10,Completed,D79,Van A,CityD,231,11,Negative,Route4,Zone3,Custom Rules,01/09/2023 11:06
1420,"469 Pine St, CityE",CityE,05/09/2023 13:44,2023,Sep,05,13,Completed,D3,Van A,CityE,228,21,Negative,Route4,Zone2,Expedited Rules,01/09/2023 09:34
1421,"772 Elm St, CityD",CityD,07/09/2023 08:06,2023,Sep,07,08,Completed,D27,Truck B,CityB,101,25,Positive,Route1,Zone2,Standard Rules,01/09/2023 13:52
1422,"492 Cedar St, CityE",CityE,06/09/2023 13:38,2023,Sep,06,13,Completed,D87,Van A,CityC,231,10,Neutral,Route1,Zone2,Standard Rules,01/09/2023 17:47
1423,"293 Elm St, CityA",CityA,01/09/2023 11:59,2023,Sep,01,11,Completed,D24,Truck B,CityC,192,16,Negative,Route2,Zone3,Expedited Rules,01/09/2023 16:15
1424,"632 Main St, CityA",CityA,07/09/2023 08:44,2023,Sep,07,08,Completed,D54,Van A,CityB,69,8,Negative,Route3,Zone1,Custom Rules,01/09/2023 17:14
1425,"874 Main St, CityE",CityE,03/09/2023 10:54,2023,Sep,03,10,Completed,D83,Van A,CityB,194,12,Negative,Route3,Zone2,Standard Rules,01/09/2023 15:35
1426,"52 Main St, CityC",CityC,03/09/2023 09:11,2023,Sep,03,09,Completed,D81,Bike C,CityA,120,0,Negative,Route5,Zone3,Expedited Rules,01/09/2023 10:21
1427,"953 Main St, CityC",CityC,08/09/2023 12:11,2023,Sep,08,12,Completed,D46,Truck B,CityE,116,22,Positive,Route3,Zone3,Expedited Rules,01/09/2023 11:43
1428,"456 Pine St, CityE",CityE,08/09/2023 14:56,2023,Sep,08,14,Completed,D41,Van A,CityE,166,10,Positive,Route5,Zone2,Custom Rules,01/09/2023 09:33
1429,"985 Elm St, CityA",CityA,07/09/2023 15:19,2023,Sep,07,15,In Progress,D13,Truck B,CityB,142,11,Negative,Route2,Zone3,Custom Rules,01/09/2023 15:58
1430,"55 Oak St, CityB",CityB,06/09/2023 10:48,2023,Sep,06,10,In Progress,D29,Truck B,CityC,134,21,Negative,Route1,Zone2,Standard Rules,01/09/2023 15:09
1431,"662 Elm St, CityD",CityD,01/09/2023 09:24,2023,Sep,01,09,In Progress,D17,Bike C,CityC,140,10,Neutral,Route3,Zone3,Custom Rules,01/09/2023 09:02
1432,"760 Oak St, CityA",CityA,03/09/2023 09:05,2023,Sep,03,09,Completed,D61,Van A,CityE,135,7,Positive,Route5,Zone3,Standard Rules,01/09/2023 09:06
1433,"287 Pine St, CityA",CityA,02/09/2023 12:45,2023,Sep,02,12,Completed,D53,Truck B,CityA,144,2,Negative,Route5,Zone1,Custom Rules,01/09/2023 10:44
1434,"305 Main St, CityA",CityA,05/09/2023 09:23,2023,Sep,05,09,Completed,D11,Truck B,CityE,224,23,Negative,Route1,Zone2,Standard Rules,01/09/2023 11:12
1435,"310 Elm St, CityC",CityC,07/09/2023 16:51,2023,Sep,07,16,Completed,D84,Bike C,CityB,184,11,Negative,Route4,Zone3,Expedited Rules,01/09/2023 10:59
1436,"468 Elm St, CityA",CityA,01/09/2023 08:00,2023,Sep,01,08,Completed,D60,Bike C,CityA,212,20,Neutral,Route4,Zone2,Standard Rules,01/09/2023 11:31
1437,"942 Main St, CityD",CityD,07/09/2023 09:30,2023,Sep,07,09,Completed,D78,Truck B,CityC,221,29,Neutral,Route2,Zone1,Expedited Rules,01/09/2023 17:41
1438,"179 Main St, CityA",CityA,08/09/2023 15:45,2023,Sep,08,15,Completed,D39,Truck B,CityE,178,12,Positive,Route1,Zone2,Expedited Rules,01/09/2023 15:01
1439,"89 Elm St, CityD",CityD,04/09/2023 16:08,2023,Sep,04,16,Completed,D93,Bike C,CityD,200,20,Positive,Route1,Zone1,Expedited Rules,01/09/2023 16:00
1440,"891 Cedar St, CityE",CityE,06/09/2023 09:11,2023,Sep,06,09,Completed,D72,Bike C,CityD,107,9,Neutral,Route1,Zone2,Expedited Rules,01/09/2023 12:05
1441,"280 Oak St, CityA",CityA,01/09/2023 15:59,2023,Sep,01,15,Completed,D4,Truck B,CityA,170,1,Neutral,Route3,Zone1,Standard Rules,01/09/2023 08:57
1442,"720 Cedar St, CityD",CityD,03/09/2023 12:28,2023,Sep,03,12,Completed,D87,Truck B,CityD,208,23,Positive,Route2,Zone3,Expedited Rules,01/09/2023 14:01
1443,"65 Elm St, CityB",CityB,05/09/2023 14:50,2023,Sep,05,14,In Progress,D18,Bike C,CityD,87,7,Negative,Route5,Zone1,Custom Rules,01/09/2023 15:28
1444,"67 Pine St, CityD",CityD,07/09/2023 10:40,2023,Sep,07,10,Completed,D35,Truck B,CityD,167,8,Neutral,Route4,Zone1,Standard Rules,01/09/2023 11:33
1445,"31 Main St, CityD",CityD,02/09/2023 09:09,2023,Sep,02,09,In Progress,D45,Bike C,CityE,81,2,Negative,Route5,Zone3,Expedited Rules,01/09/2023 14:12
1446,"443 Pine St, CityD",CityD,04/09/2023 10:03,2023,Sep,04,10,Completed,D89,Truck B,CityB,179,25,Negative,Route2,Zone2,Expedited Rules,01/09/2023 09:22
1447,"180 Main St, CityE",CityE,04/09/2023 16:16,2023,Sep,04,16,In Progress,D46,Bike C,CityB,170,13,Negative,Route4,Zone2,Standard Rules,01/09/2023 16:02
1448,"919 Main St, CityA",CityA,04/09/2023 15:21,2023,Sep,04,15,Completed,D75,Van A,CityB,206,3,Neutral,Route5,Zone3,Standard Rules,01/09/2023 09:59
1449,"983 Oak St, CityC",CityC,07/09/2023 14:22,2023,Sep,07,14,Completed,D70,Truck B,CityB,176,16,Positive,Route1,Zone1,Custom Rules,01/09/2023 11:26
1450,"737 Pine St, CityB",CityB,08/09/2023 16:03,2023,Sep,08,16,In Progress,D45,Truck B,CityE,75,7,Neutral,Route5,Zone2,Standard Rules,01/09/2023 14:01
1451,"822 Oak St, CityA",CityA,03/09/2023 16:22,2023,Sep,03,16,In Progress,D15,Van A,CityE,105,12,Neutral,Route2,Zone1,Custom Rules,01/09/2023 09:37
1452,"688 Oak St, CityB",CityB,03/09/2023 13:16,2023,Sep,03,13,In Progress,D49,Truck B,CityE,136,18,Positive,Route2,Zone2,Standard Rules,01/09/2023 14:11
1453,"241 Pine St, CityA",CityA,02/09/2023 12:08,2023,Sep,02,12,In Progress,D5,Truck B,CityD,235,27,Negative,Route3,Zone1,Custom Rules,01/09/2023 08:30
1454,"666 Main St, CityE",CityE,04/09/2023 16:44,2023,Sep,04,16,In Progress,D17,Truck B,CityC,79,3,Neutral,Route1,Zone1,Expedited Rules,01/09/2023 10:03
1455,"856 Pine St, CityE",CityE,05/09/2023 16:20,2023,Sep,05,16,Completed,D14,Van A,CityA,182,15,Negative,Route5,Zone2,Custom Rules,01/09/2023 11:50
1456,"975 Pine St, CityB",CityB,05/09/2023 13:51,2023,Sep,05,13,In Progress,D14,Truck B,CityC,212,20,Neutral,Route2,Zone1,Expedited Rules,01/09/2023 12:18
1457,"733 Main St, CityC",CityC,07/09/2023 08:02,2023,Sep,07,08,In Progress,D74,Truck B,CityE,198,28,Positive,Route3,Zone2,Standard Rules,01/09/2023 12:55
1458,"373 Main St, CityE",CityE,06/09/2023 12:19,2023,Sep,06,12,In Progress,D86,Bike C,CityA,229,27,Positive,Route1,Zone1,Expedited Rules,01/09/2023 16:19
1459,"377 Pine St, CityD",CityD,08/09/2023 12:41,2023,Sep,08,12,Completed,D15,Truck B,CityB,141,9,Positive,Route1,Zone3,Custom Rules,01/09/2023 09:23
1460,"558 Elm St, CityC",CityC,03/09/2023 13:47,2023,Sep,03,13,Completed,D41,Bike C,CityC,60,21,Neutral,Route5,Zone2,Custom Rules,01/09/2023 13:26
1461,"675 Oak St, CityE",CityE,02/09/2023 11:54,2023,Sep,02,11,In Progress,D69,Truck B,CityD,174,19,Positive,Route1,Zone2,Standard Rules,01/09/2023 09:39
1462,"554 Elm St, CityC",CityC,04/09/2023 09:08,2023,Sep,04,09,Completed,D75,Van A,CityE,122,0,Neutral,Route5,Zone3,Standard Rules,01/09/2023 09:57
1463,"753 Oak St, CityD",CityD,08/09/2023 10:59,2023,Sep,08,10,In Progress,D12,Bike C,CityC,176,29,Negative,Route2,Zone3,Standard Rules,01/09/2023 12:31
1464,"179 Cedar St, CityD",CityD,08/09/2023 12:49,2023,Sep,08,12,Completed,D22,Van A,CityD,95,10,Neutral,Route5,Zone3,Standard Rules,01/09/2023 13:57
1465,"382 Pine St, CityC",CityC,08/09/2023 09:28,2023,Sep,08,09,In Progress,D56,Van A,CityC,80,9,Neutral,Route5,Zone3,Custom Rules,01/09/2023 11:59
1466,"786 Oak St, CityB",CityB,04/09/2023 14:48,2023,Sep,04,14,In Progress,D70,Van A,CityA,178,2,Neutral,Route5,Zone3,Expedited Rules,01/09/2023 15:27
1467,"834 Pine St, CityE",CityE,05/09/2023 11:42,2023,Sep,05,11,In Progress,D52,Bike C,CityE,207,18,Positive,Route5,Zone1,Standard Rules,01/09/2023 15:51
1468,"418 Oak St, CityD",CityD,03/09/2023 10:31,2023,Sep,03,10,In Progress,D97,Bike C,CityC,78,15,Positive,Route2,Zone2,Standard Rules,01/09/2023 16:42
1469,"89 Cedar St, CityC",CityC,07/09/2023 08:12,2023,Sep,07,08,Completed,D90,Van A,CityE,70,8,Negative,Route4,Zone2,Expedited Rules,01/09/2023 09:17
1470,"907 Elm St, CityC",CityC,02/09/2023 10:52,2023,Sep,02,10,Completed,D37,Bike C,CityC,86,18,Positive,Route5,Zone3,Expedited Rules,01/09/2023 16:51
1471,"947 Oak St, CityD",CityD,01/09/2023 15:22,2023,Sep,01,15,Completed,D94,Van A,CityE,204,8,Positive,Route1,Zone1,Custom Rules,01/09/2023 16:07
1472,"462 Cedar St, CityB",CityB,02/09/2023 16:03,2023,Sep,02,16,In Progress,D78,Bike C,CityE,204,5,Negative,Route3,Zone3,Expedited Rules,01/09/2023 16:58
1473,"912 Main St, CityC",CityC,01/09/2023 14:15,2023,Sep,01,14,In Progress,D69,Truck B,CityB,104,19,Positive,Route1,Zone2,Expedited Rules,01/09/2023 10:54
1474,"519 Elm St, CityE",CityE,04/09/2023 12:21,2023,Sep,04,12,In Progress,D53,Truck B,CityE,97,23,Negative,Route5,Zone1,Standard Rules,01/09/2023 13:40
